episode,step,total_waiting_time,total_queue_length,avg_loss
108,1900,68047.0,80,2568646127.98
108,2000,76162.0,82,2110030249.36
108,2100,84512.0,85,2002563331.84
108,2200,93152.0,87,2391962767.92
108,2300,102077.0,90,2368240125.16
108,2400,111077.0,90,2533506272.74
108,2500,120167.0,91,2452753243.16
108,2600,129326.0,92,2556490776.98
108,2700,138605.0,93,2158721907.6
108,2800,148080.0,97,3204847726.52
108,2900,157867.0,100,2191748545.42
108,3000,168258.0,107,4095442742.88
108,3100,178985.0,108,2364947984.2
108,3200,189889.0,110,2988050782.38
108,3300,201015.0,113,2797014387.6
108,3400,212336.0,114,2748719329.44
108,3500,223804.0,115,3439107519.48
109,0,0.0,0,127889148.0
109,100,23.0,3,2339154190.76
109,200,102.0,5,2746497526.48
109,300,133.0,9,2845257435.8
109,400,21.0,2,2790070623.12
109,500,107.0,5,2802610542.6
109,600,568.0,10,1436622776.8
109,700,1557.0,19,2784447208.56
109,800,3811.0,30,2582186733.5
109,900,6619.0,30,3006164999.88
109,1000,9682.0,32,2678158064.96
109,1100,13116.0,37,2359545644.52
109,1200,17314.0,46,3806709912.24
109,1300,22367.0,52,2305487490.42
109,1400,27810.0,58,3088213691.64
109,1500,33763.0,60,1927420065.0
109,1600,39791.0,61,2460240255.48
109,1700,46131.0,66,3791587223.98
109,1800,52996.0,71,2080385077.72
109,1900,60200.0,74,2278633527.16
109,2000,67713.0,76,2481957219.82
109,2100,75464.0,79,3000810021.32
109,2200,83504.0,81,2592728366.16
109,2300,91828.0,84,2198121203.42
109,2400,100228.0,84,1975958164.64
109,2500,108716.0,85,3361268093.08
109,2600,117276.0,86,2556463011.44
109,2700,125955.0,87,3112780266.2
109,2800,134830.0,91,1736143857.48
109,2900,144016.0,94,3418348141.36
109,3000,153807.0,101,1914792956.26
109,3100,163928.0,102,2626890449.2
109,3200,174229.0,104,2617000973.8
109,3300,184688.0,105,3553500140.84
109,3400,195235.0,107,2743463638.44
109,3500,206016.0,109,2522420575.2
110,0,0.0,0,1511512032.0
110,100,22.0,2,2764895912.88
110,200,100.0,5,1905022868.4
110,300,53.0,6,3014529731.42
110,400,150.0,7,2293344125.36
110,500,711.0,13,1998563854.2
110,600,1992.0,17,2662910920.1
110,700,4035.0,26,2576716453.3
110,800,7043.0,38,2273848694.14
110,900,10792.0,40,2349571023.2
110,1000,14932.0,44,2677380432.84
110,1100,19468.0,49,2675163572.12
110,1200,24693.0,56,2108520322.68
110,1300,30593.0,60,2639169951.0
110,1400,36848.0,66,3001669064.84
110,1500,43604.0,68,1948914589.44
110,1600,50433.0,69,1809999649.08
110,1700,57580.0,74,2402115423.96
110,1800,65250.0,79,2521386640.1
110,1900,73260.0,82,1930304611.16
110,2000,81577.0,84,2372031540.36
110,2100,90123.0,87,2441531651.72
110,2200,98864.0,88,2870887900.56
110,2300,107894.0,91,3333952477.44
110,2400,116994.0,91,1774561073.34
110,2500,126187.0,92,2686137812.4
110,2600,135449.0,93,3204028136.6
110,2700,144827.0,94,2344956029.44
110,2800,154408.0,98,1659840485.24
110,2900,164306.0,102,2361904976.88
110,3000,174709.0,106,2484659191.62
110,3100,185336.0,107,3177400615.4
110,3200,196052.0,108,1896279327.72
110,3300,207052.0,112,1924650122.16
110,3400,218271.0,113,2230126974.58
110,3500,229638.0,114,2338554539.44
111,0,0.0,0,591496160.0
111,100,40.0,4,2294955057.08
111,200,95.0,5,2332856149.36
111,300,58.0,6,1783400434.36
111,400,211.0,10,3718794273.02
111,500,117.0,6,2893559063.56
111,600,590.0,12,3431339519.3
111,700,1797.0,22,2556184245.08
111,800,4525.0,33,1520625003.6
111,900,7874.0,35,3445891205.36
111,1000,11440.0,37,2569043173.2
111,1100,15375.0,42,2896399063.54
111,1200,20015.0,50,3287924894.36
111,1300,25504.0,57,2654435008.2
111,1400,31328.0,62,2814854868.4
111,1500,37684.0,64,2773224247.24
111,1600,44113.0,65,3196666625.84
111,1700,50856.0,70,2325789757.08
111,1800,58134.0,76,2023928338.2
111,1900,65794.0,79,1964652240.98
111,2000,73808.0,81,2586491586.12
111,2100,82055.0,84,2484171446.92
111,2200,90497.0,85,2076530760.4
111,2300,99225.0,88,2190202452.84
111,2400,108025.0,88,2565932924.28
111,2500,116918.0,89,2474333720.32
111,2600,125881.0,90,2174888669.08
111,2700,134961.0,91,2761582177.86
111,2800,144239.0,95,2703676597.16
111,2900,153833.0,99,2988190659.68
111,3000,163931.0,103,1642322650.0
111,3100,174253.0,104,2851841962.24
111,3200,184666.0,105,2449241912.46
111,3300,195247.0,107,2421358643.54
111,3400,205993.0,109,3447980895.0
111,3500,216969.0,111,2643924832.4
112,0,0.0,0,1894760544.0
112,100,22.0,2,2054623276.0
112,200,86.0,5,2491453404.2
112,300,79.0,9,1890817021.52
112,400,143.0,7,3387435910.2
112,500,45.0,6,2760833676.28
112,600,372.0,9,2396165955.96
112,700,1170.0,20,2555730528.48
112,800,3524.0,31,2568215781.64
112,900,6304.0,30,2477487238.92
112,1000,9417.0,33,2847334409.76
112,1100,12849.0,37,1943890453.8
112,1200,17025.0,46,2313669218.24
112,1300,22082.0,53,1986810236.08
112,1400,27635.0,59,1852575336.84
112,1500,33690.0,61,2978250537.3
112,1600,39819.0,62,3343326920.2
112,1700,46260.0,67,2429502741.12
112,1800,53227.0,72,1778498183.92
112,1900,60534.0,75,4062622981.36
112,2000,68149.0,77,1486065216.68
112,2100,75999.0,80,2942604967.08
112,2200,84141.0,82,2093264249.68
112,2300,92564.0,85,2467039674.4
112,2400,101064.0,85,2795698875.12
112,2500,109656.0,86,2814663182.24
112,2600,118318.0,87,2256426141.1
112,2700,127098.0,88,2524032069.12
112,2800,136076.0,92,2107593615.94
112,2900,145367.0,96,2170922742.28
112,3000,155233.0,101,2437352308.88
112,3100,165357.0,102,3679330959.32
112,3200,175569.0,103,2819252262.2
112,3300,185930.0,104,3244135552.44
112,3400,196374.0,106,2205942150.24
112,3500,207061.0,108,2942385514.98
113,0,0.0,0,4049993856.0
113,100,34.0,3,2669518952.36
113,200,154.0,10,3232538247.68
113,300,78.0,6,2594399695.32
113,400,34.0,5,2878311780.5
113,500,97.0,6,2521617609.16
113,600,506.0,11,1923936174.58
113,700,1796.0,19,1889957100.2
113,800,4047.0,30,2594934835.5
113,900,7102.0,32,2473668082.2
113,1000,10371.0,35,2127229649.74
113,1100,14006.0,39,2727419648.28
113,1200,18419.0,48,2855945242.04
113,1300,23676.0,54,2389520791.08
113,1400,29326.0,60,2843475528.28
113,1500,35480.0,62,2646241072.92
113,1600,41708.0,63,2496034301.04
113,1700,48252.0,68,2055612901.6
113,1800,55318.0,73,3086836753.2
113,1900,62726.0,76,2444700654.52
113,2000,70442.0,78,2023304629.14
113,2100,78393.0,81,3009731695.44
113,2200,86633.0,83,1979435826.4
113,2300,95158.0,86,2198255118.88
113,2400,103758.0,86,2686113630.88
113,2500,112449.0,87,2319453381.32
113,2600,121209.0,88,2283736525.06
113,2700,130088.0,89,2612648425.96
113,2800,139164.0,93,1894818572.52
113,2900,148550.0,96,2488349069.76
113,3000,158540.0,103,2936158322.38
113,3100,168865.0,104,2432256587.72
113,3200,179279.0,105,2732216381.2
113,3300,189859.0,107,3587922765.58
113,3400,200606.0,109,2728248471.8
113,3500,211588.0,111,2286082487.74
114,0,0.0,0,4991861760.0
114,100,45.0,4,2996078823.4
114,200,119.0,7,2391956525.92
114,300,75.0,6,1268942586.04
114,400,216.0,7,3020856372.2
114,500,235.0,14,3252582205.02
114,600,1431.0,18,3106221222.16
114,700,3373.0,27,2410075814.6
114,800,6509.0,39,1865735667.92
114,900,10410.0,40,2708049445.84
114,1000,14514.0,44,2211948341.92
114,1100,19046.0,48,2679684293.16
114,1200,24299.0,57,2254196580.38
114,1300,30365.0,63,2885956934.52
114,1400,36921.0,69,2527825977.44
114,1500,43979.0,71,2513072158.62
114,1600,51110.0,72,1686892458.7
114,1700,58559.0,77,3687933493.52
114,1800,66539.0,83,2610998172.16
114,1900,74951.0,86,2053961279.56
114,2000,83672.0,88,2194201701.48
114,2100,92621.0,91,2394584579.28
114,2200,101763.0,92,2820663362.34
114,2300,111202.0,96,2930639492.96
114,2400,120802.0,96,2684381372.08
114,2500,130496.0,97,2830411698.8
114,2600,140259.0,98,2642128047.96
114,2700,150139.0,99,2251602620.24
114,2800,160220.0,103,2121039186.72
114,2900,170621.0,107,3086117479.12
114,3000,181447.0,110,2949651774.2
114,3100,192467.0,111,2115318413.76
114,3200,203583.0,112,2596211735.6
114,3300,214861.0,114,2323071615.96
114,3400,226261.0,114,2685469590.88
114,3500,237728.0,115,2878760818.2
115,0,0.0,0,251749104.0
115,100,41.0,4,1961520077.52
115,200,127.0,6,3423256320.32
115,300,69.0,7,2300006917.92
115,400,49.0,3,2017112089.96
115,500,98.0,7,2803134152.24
115,600,455.0,13,2442080067.52
115,700,1450.0,20,1594305753.1
115,800,3793.0,33,2397170297.44
115,900,6775.0,32,2847539428.68
115,1000,10090.0,35,3768941576.84
115,1100,13724.0,39,1942308494.68
115,1200,17994.0,47,2655857803.82
115,1300,23185.0,55,1859342944.28
115,1400,28879.0,61,1983571717.36
115,1500,35135.0,63,2639933807.8
115,1600,41465.0,64,1838595621.56
115,1700,48108.0,69,3003659507.04
115,1800,55276.0,74,1933653538.36
115,1900,62782.0,77,2613165859.12
115,2000,70599.0,79,3012327160.12
115,2100,78654.0,82,3128835400.04
115,2200,85662.0,83,3313904308.56
115,2300,94191.0,86,2023151728.96
115,2400,102791.0,86,2414426235.96
115,2500,111482.0,87,2021379325.6
115,2600,120246.0,88,2465749867.94
115,2700,129126.0,89,1643978333.44
115,2800,138204.0,93,1914724797.36
115,2900,147595.0,97,2751147623.08
115,3000,157496.0,101,2425934026.04
115,3100,167620.0,102,2510016432.16
115,3200,177833.0,103,2406071614.12
115,3300,188193.0,104,2735398164.56
115,3400,198613.0,105,2481868178.08
115,3500,209202.0,107,2806269844.92
116,0,0.0,0,2680561152.0
116,100,22.0,2,2710491621.8
116,200,95.0,10,2171186261.96
116,300,35.0,3,2613294057.96
116,400,36.0,5,2036856942.64
116,500,144.0,11,3319504298.08
116,600,515.0,12,2276393630.76
116,700,1586.0,21,2745325926.96
116,800,4387.0,34,1959617057.56
116,900,7550.0,33,2669030888.12
116,1000,10947.0,37,2013295902.28
116,1100,14882.0,42,1955998686.44
116,1200,19526.0,51,1899718920.52
116,1300,24986.0,56,2535843137.78
116,1400,30835.0,62,2510956927.86
116,1500,37190.0,64,2167715970.5
116,1600,43620.0,65,2387622909.8
116,1700,50360.0,70,3352065472.86
116,1800,57624.0,75,2141298698.34
116,1900,65195.0,77,3142306119.08
116,2000,73012.0,79,1893840904.28
116,2100,81057.0,81,1911858109.32
116,2200,89298.0,83,2077280925.0
116,2300,97822.0,86,1888464152.62
116,2400,106422.0,86,2779494183.4
116,2500,115114.0,87,2183734087.68
116,2600,123876.0,88,3326590813.25
116,2700,132757.0,89,2507757733.88
116,2800,141835.0,93,2020800149.28
116,2900,151226.0,97,1712413314.36
116,3000,161192.0,102,2086048392.8
116,3100,171416.0,103,3178184152.08
116,3200,181730.0,104,2580027746.96
116,3300,192253.0,107,2721165727.16
116,3400,202973.0,108,3577470444.9
116,3500,213854.0,110,2516119265.28
117,0,0.0,0,1643731520.0
117,100,22.0,3,3437787593.76
117,200,133.0,7,2660964969.84
117,300,32.0,3,3581264168.24
117,400,110.0,8,2905239853.84
117,500,141.0,8,2910471736.46
117,600,1093.0,17,3210941096.08
117,700,2848.0,26,1780001287.92
117,800,5836.0,38,1691530392.8
117,900,9513.0,39,3332727319.38
117,1000,13528.0,42,3897955241.84
117,1100,17861.0,46,1712481966.48
117,1200,22874.0,55,3130841522.4
117,1300,28776.0,62,2551826674.88
117,1400,35236.0,68,2515853904.56
117,1500,42194.0,70,2043129894.56
117,1600,49224.0,71,2192014431.4
117,1700,56571.0,76,2772230868.08
117,1800,64444.0,81,2654965344.24
117,1900,72655.0,84,2416803917.12
117,2000,81173.0,86,3008120769.6
117,2100,89919.0,89,3051386251.24
117,2200,98860.0,90,1759030213.88
117,2300,108091.0,93,2637582872.4
117,2400,117391.0,93,2629909323.16
117,2500,126785.0,94,2223166227.4
117,2600,136248.0,95,2763680897.54
117,2700,145830.0,96,2588748592.2
117,2800,155610.0,100,1217682217.52
117,2900,165705.0,104,2838262364.08
117,3000,176229.0,107,3362860114.0
117,3100,186955.0,108,2586253979.9
117,3200,197770.0,109,2253950006.24
117,3300,208731.0,110,2212587041.64
117,3400,219757.0,111,2170448580.48
117,3500,230948.0,113,2776539979.06
118,0,0.0,0,1063482680.0
118,100,23.0,2,2346959309.32
118,200,92.0,8,2377364003.72
118,300,34.0,3,2086443016.56
118,400,109.0,6,2847107999.84
118,500,61.0,6,2770228990.46
118,600,601.0,15,2854334638.44
118,700,1540.0,21,1823730516.98
118,800,3999.0,32,2438263193.08
118,900,6872.0,31,2785711850.18
118,1000,10084.0,34,2253704002.32
118,1100,13619.0,39,3247215562.51
118,1200,17906.0,47,2592072412.2
118,1300,23060.0,53,2492288329.8
118,1400,28609.0,59,2997168032.4
118,1500,34664.0,61,2549753421.92
118,1600,40792.0,62,3626550575.76
118,1700,47232.0,67,1442220312.52
118,1800,54199.0,72,2911732727.04
118,1900,61504.0,75,2810724099.08
118,2000,69119.0,77,2830497352.28
118,2100,76964.0,79,2966069697.94
118,2200,81014.0,80,2785448767.22
118,2300,89238.0,83,2613619791.36
118,2400,97538.0,83,2976480575.6
118,2500,105928.0,84,2385253357.52
118,2600,114389.0,85,2061565165.84
118,2700,122967.0,86,2010442986.22
118,2800,131742.0,90,2400519730.38
118,2900,140832.0,94,2928549304.92
118,3000,150524.0,100,3412695367.0
118,3100,160548.0,101,2755305915.08
118,3200,170662.0,102,1823623506.4
118,3300,180981.0,105,2550506017.48
118,3400,191501.0,106,2449153380.64
118,3500,202191.0,108,1856974426.18
119,0,0.0,0,298352568.0
119,100,21.0,2,2883391193.0
119,200,87.0,6,2418108296.4
119,300,126.0,5,2273111642.12
119,400,129.0,8,2240739439.28
119,500,230.0,5,1726727776.96
119,600,893.0,16,2455739931.48
119,700,2450.0,22,2495429343.2
119,800,5376.0,35,2534892038.6
119,900,8627.0,34,2078403712.48
119,1000,12094.0,37,2071803310.2
119,1100,15930.0,41,3371446888.0
119,1200,20470.0,50,2673634013.12
119,1300,25867.0,56,2481950833.78
119,1400,31720.0,62,2935751722.72
119,1500,38079.0,64,1896207521.96
119,1600,44510.0,65,2891847830.4
119,1700,51256.0,70,2565721381.04
119,1800,58526.0,75,2366509715.96
119,1900,66136.0,78,2650983150.75
119,2000,74055.0,80,2601747900.72
119,2100,82202.0,83,3097782248.08
119,2200,90544.0,84,2330677331.52
119,2300,99172.0,87,2802396140.86
119,2400,107872.0,87,2486113615.86
119,2500,116665.0,88,3034333435.72
119,2600,125528.0,89,3261504852.52
119,2700,134509.0,90,1940660619.14
119,2800,143690.0,94,2393143766.18
119,2900,153186.0,98,2049016480.88
119,3000,163108.0,101,2251236022.26
119,3100,173229.0,102,3292722732.72
119,3200,183443.0,103,2201437647.36
119,3300,193822.0,105,1935683433.72
119,3400,204367.0,107,2333911935.76
119,3500,215147.0,109,1983157348.12
120,0,0.0,0,605082712.0
120,100,119.0,4,2882382995.78
120,200,114.0,7,2503186487.36
120,300,30.0,3,2585312670.88
120,400,137.0,10,2728093055.68
120,500,40.0,5,3374532906.02
120,600,285.0,8,2563909409.68
120,700,906.0,15,1989783758.18
120,800,2824.0,29,2562402967.56
120,900,5379.0,29,2318399057.2
120,1000,8350.0,32,2696806040.72
120,1100,11679.0,36,2705064824.12
120,1200,15671.0,44,2722184859.7
120,1300,20559.0,52,2249853581.96
120,1400,25879.0,57,3534976576.04
120,1500,31735.0,59,2691710640.08
120,1600,37665.0,60,2540923732.04
120,1700,43907.0,65,2410561591.42
120,1800,50679.0,71,2646445861.28
120,1900,57855.0,74,2970679549.26
120,2000,65373.0,76,3189107192.04
120,2100,73122.0,79,2921028514.16
120,2200,81161.0,81,3352783680.4
120,2300,89485.0,84,1912147462.44
120,2400,97885.0,84,2325105656.6
120,2500,106377.0,85,2289866700.3
120,2600,114937.0,86,2168047947.12
120,2700,123615.0,87,2309800648.32
120,2800,132491.0,91,3255802392.36
120,2900,141678.0,94,2386480617.62
120,3000,151470.0,101,2282807535.4
120,3100,161594.0,102,3638239394.16
120,3200,171809.0,103,2459982666.12
120,3300,182190.0,105,1785986807.64
120,3400,192710.0,106,2428932408.25
120,3500,203400.0,108,3143716241.36
121,0,0.0,0,395813944.0
121,100,21.0,2,2883993385.6
121,200,88.0,5,2779625223.98
121,300,92.0,5,2668550592.48
121,400,136.0,8,3421659141.88
121,500,76.0,7,2430120310.38
121,600,560.0,14,2148213222.16
121,700,1000.0,13,2839108387.96
121,800,3036.0,28,3564621369.16
121,900,5508.0,27,3159853096.08
121,1000,8317.0,30,3193177888.74
121,1100,11450.0,34,3264685955.6
121,1200,15289.0,43,3090677063.92
121,1300,20040.0,50,2884309111.0
121,1400,25285.0,56,2392527736.44
121,1500,31038.0,58,2203488287.48
121,1600,36865.0,59,3128219378.76
121,1700,43004.0,64,2850561381.12
121,1800,49664.0,69,2473976988.72
121,1900,56670.0,72,2986948576.58
121,2000,63985.0,74,3531757868.64
121,2100,68144.0,76,2970842933.04
121,2200,75881.0,78,3278072272.84
121,2300,83902.0,81,2797139482.56
121,2400,92002.0,81,2605984448.42
121,2500,100192.0,82,2521675091.98
121,2600,108451.0,83,2506870197.16
121,2700,116829.0,84,2635481522.82
121,2800,125402.0,88,1962109301.4
121,2900,134282.0,91,3378609722.0
121,3000,143768.0,98,3113018790.04
121,3100,153591.0,99,3557869476.3
121,3200,163634.0,102,3292634084.32
121,3300,173894.0,103,3234889864.52
121,3400,184219.0,104,2901896871.96
121,3500,194707.0,106,1970804552.12
122,0,0.0,0,1586812144.0
122,100,30.0,3,1497307650.16
122,200,94.0,4,3056247163.92
122,300,139.0,9,3034439291.36
122,400,133.0,5,2856880846.16
122,500,254.0,8,2278877989.56
122,600,690.0,11,2262614121.24
122,700,2401.0,23,2832342879.26
122,800,5109.0,35,2220342592.16
122,900,8504.0,36,2739703163.92
122,1000,12216.0,39,2207796011.0
122,1100,16251.0,43,2117587863.2
122,1200,21034.0,53,3198503386.28
122,1300,26689.0,58,2846677399.38
122,1400,32739.0,64,3416686383.06
122,1500,39297.0,66,2630067152.34
122,1600,45926.0,67,1922008301.44
122,1700,52869.0,72,1809097516.16
122,1800,60337.0,77,3332607103.8
122,1900,68144.0,80,2176533082.84
122,2000,76259.0,82,3341572426.56
122,2100,84601.0,84,2596887422.76
122,2200,93139.0,86,1805494569.84
122,2300,101966.0,89,2907739024.92
122,2400,110866.0,89,2150706109.08
122,2500,119856.0,90,2769171745.2
122,2600,128917.0,91,2786439908.58
122,2700,138096.0,92,3130075898.28
122,2800,147469.0,96,2236807632.92
122,2900,157159.0,100,2112694391.8
122,3000,167454.0,106,2976615261.7
122,3100,178082.0,107,2491138137.6
122,3200,188798.0,108,2726320980.28
122,3300,199680.0,110,3111409912.38
122,3400,210728.0,112,2136294264.96
122,3500,222022.0,114,2648216749.92
123,0,0.0,0,395297296.0
123,100,68.0,3,3738413583.32
123,200,117.0,8,2987096456.88
123,300,32.0,4,1415480542.56
123,400,82.0,6,2507035041.64
123,500,31.0,4,3574040049.88
123,600,144.0,8,2538980769.52
123,700,647.0,14,2266146951.48
123,800,2467.0,26,2921933822.0
123,900,4885.0,26,3611266351.98
123,1000,7579.0,30,3036400802.78
123,1100,10710.0,34,2552868072.44
123,1200,14509.0,42,2650946008.38
123,1300,19164.0,49,2940719920.9
123,1400,24386.0,56,2588377422.92
123,1500,30143.0,58,2325137345.24
123,1600,35969.0,59,3835809950.32
123,1700,42105.0,64,2434897369.56
123,1800,48763.0,69,2239103525.68
123,1900,55769.0,72,3540810948.42
123,2000,63082.0,74,2352478842.72
123,2100,70631.0,77,3009625634.0
123,2200,78468.0,79,2680470997.32
123,2300,86591.0,82,3062897835.72
123,2400,94791.0,82,2532197295.04
123,2500,103080.0,83,3149251848.88
123,2600,111441.0,84,1476244545.48
123,2700,119920.0,85,1741385678.72
123,2800,128591.0,89,1883058967.08
123,2900,137576.0,92,2890292604.18
123,3000,147159.0,99,2945306195.88
123,3100,157083.0,100,2247166166.46
123,3200,167226.0,103,1752449421.48
123,3300,177606.0,105,3318537776.32
123,3400,188126.0,106,3609018576.58
123,3500,198793.0,107,2161398962.32
124,0,0.0,0,701617360.0
124,100,22.0,3,2945653372.56
124,200,103.0,6,2625028727.4
124,300,23.0,2,2884221601.14
124,400,87.0,6,2877892129.34
124,500,86.0,5,3112317943.1
124,600,680.0,15,2934488403.09
124,700,1384.0,17,3977619856.64
124,800,3888.0,34,3394039385.34
124,900,6838.0,31,2975542100.36
124,1000,10029.0,34,2604962563.64
124,1100,13660.0,39,2462217419.52
124,1200,17998.0,47,3464723202.48
124,1300,23153.0,53,3448804460.96
124,1400,28702.0,59,2013286305.78
124,1500,34759.0,61,1887158062.34
124,1600,40889.0,62,3045280287.48
124,1700,47330.0,67,3271072901.0
124,1800,54297.0,72,2749053496.32
124,1900,61604.0,75,3361937780.58
124,2000,69219.0,77,2887491683.08
124,2100,77063.0,79,2718555168.6
124,2200,85102.0,81,2600230884.24
124,2300,93428.0,84,2636552711.8
124,2400,101828.0,84,3446864164.92
124,2500,110319.0,85,2399309890.84
124,2600,118880.0,86,2873616200.82
124,2700,127560.0,87,1826508865.76
124,2800,136435.0,91,2832102928.74
124,2900,145624.0,95,2315268692.96
124,3000,155419.0,101,2621347113.62
124,3100,165541.0,102,1978497726.64
124,3200,175754.0,103,3579812894.44
124,3300,186158.0,105,2075351146.6
124,3400,196673.0,106,3024219227.32
124,3500,207363.0,108,2543784393.36
125,0,0.0,0,1267419264.0
125,100,21.0,2,2784282340.68
125,200,162.0,8,3284870236.5
125,300,19.0,1,3381223502.24
125,400,123.0,7,2760760794.22
125,500,364.0,10,2600392077.44
125,600,214.0,10,3473741776.12
125,700,189.0,8,2417674572.96
125,800,1193.0,19,2607107823.4
125,900,3081.0,22,1826779994.24
125,1000,5391.0,25,2421582719.12
125,1100,8020.0,29,2890262767.16
125,1200,11373.0,38,2766167122.44
125,1300,15627.0,45,2478657107.32
125,1400,20453.0,53,3295710612.68
125,1500,25955.0,56,2812430909.5
125,1600,31614.0,58,3115593787.04
125,1700,37607.0,63,2574461256.86
125,1800,44169.0,68,2240945188.08
125,1900,51075.0,71,2691035717.72
125,2000,58287.0,73,3430228699.32
125,2100,65737.0,76,2578874622.56
125,2200,73472.0,78,2309005445.13
125,2300,81493.0,81,2508158689.06
125,2400,89593.0,81,2884050213.32
125,2500,97781.0,82,4004659265.9
125,2600,106041.0,83,2417537743.48
125,2700,114418.0,84,3247913462.84
125,2800,122989.0,88,2372715489.72
125,2900,131876.0,91,2552021046.72
125,3000,141361.0,98,2604489928.12
125,3100,151176.0,99,3237478870.48
125,3200,161221.0,102,2660964670.96
125,3300,171500.0,104,2393069052.44
125,3400,181900.0,104,3822036261.36
125,3500,192400.0,106,2422039838.06
126,0,0.0,0,2960144256.0
126,100,22.0,3,4289487869.12
126,200,142.0,9,2561209590.0
126,300,32.0,3,4012626420.84
126,400,143.0,11,3474828084.2
126,500,74.0,4,2986462422.0
126,600,597.0,14,2907269822.52
126,700,1623.0,19,2108672770.16
126,800,4335.0,33,2543173455.0
126,900,7632.0,34,3241935066.36
126,1000,11128.0,38,2060852935.92
126,1100,15062.0,42,2526498224.08
126,1200,19701.0,50,3418834002.08
126,1300,25155.0,56,3130856656.48
126,1400,31003.0,62,3065155828.04
126,1500,37359.0,64,2551084557.24
126,1600,43787.0,65,1973558656.44
126,1700,50527.0,70,2626583398.12
126,1800,57791.0,75,2643501104.26
126,1900,65400.0,78,2962220540.84
126,2000,73314.0,80,1969113971.68
126,2100,81459.0,82,2672964988.82
126,2200,89799.0,84,2241721577.12
126,2300,98427.0,87,2802100302.02
126,2400,107127.0,87,2428373775.08
126,2500,115918.0,88,3162407240.76
126,2600,124778.0,89,2727646093.28
126,2700,133757.0,90,3913491482.64
126,2800,142933.0,94,2717979309.16
126,2900,152419.0,98,2408344211.32
126,3000,162516.0,104,2595621718.4
126,3100,172937.0,105,3451134634.96
126,3200,183453.0,106,2256790888.1
126,3300,194115.0,107,3306812161.52
126,3400,204861.0,109,2751144015.12
126,3500,215843.0,111,3232839212.42
127,0,0.0,0,1415227744.0
127,100,22.0,2,3142988086.52
127,200,101.0,5,2873402575.58
127,300,67.0,7,3200984752.04
127,400,139.0,6,3863620163.32
127,500,109.0,8,2247825254.76
127,600,735.0,15,2113712947.98
127,700,1701.0,18,2129698667.56
127,800,3855.0,29,2018032142.04
127,900,6808.0,31,3204183232.64
127,1000,10018.0,34,3822027498.44
127,1100,13552.0,39,3095630563.88
127,1200,17886.0,47,2838194413.64
127,1300,23041.0,54,2404444697.16
127,1400,28686.0,60,2496198944.46
127,1500,34844.0,62,2821573208.08
127,1600,41073.0,63,2682003447.14
127,1700,47613.0,68,3060446900.08
127,1800,54679.0,73,2954678303.64
127,1900,62085.0,76,1865783662.36
127,2000,69799.0,78,2589609623.28
127,2100,77750.0,81,3584789398.12
127,2200,85989.0,83,2462922628.96
127,2300,94515.0,86,2368828242.6
127,2400,103115.0,86,2592025730.32
127,2500,111807.0,87,2784592715.08
127,2600,120566.0,88,2120430071.88
127,2700,129444.0,89,2438624412.44
127,2800,138518.0,93,2430460039.72
127,2900,147902.0,96,3081571490.92
127,3000,157890.0,103,1986921471.36
127,3100,168216.0,104,3650328756.68
127,3200,178717.0,106,2709897389.88
127,3300,189399.0,108,2037437197.8
127,3400,200218.0,109,2072560259.2
127,3500,211211.0,111,2278585481.36
128,0,0.0,0,9549166720.0
128,100,20.0,2,2300296808.72
128,200,144.0,9,2634074180.32
128,300,48.0,5,1777226131.08
128,400,141.0,6,3127252575.48
128,500,33.0,5,2044898461.56
128,600,462.0,11,2222278680.06
128,700,1230.0,16,2884048272.46
128,800,3388.0,29,2553237795.44
128,900,5336.0,29,2484040855.64
128,1000,8642.0,38,2295022958.36
128,1100,12577.0,43,2393661293.56
128,1200,17138.0,51,3076670215.59
128,1300,22593.0,57,2034727059.92
128,1400,28626.0,65,3703987630.94
128,1500,35283.0,67,2838049019.2
128,1600,42011.0,68,2047112406.44
128,1700,49058.0,73,3771271246.04
128,1800,56625.0,78,2494952727.48
128,1900,64532.0,81,2966388686.86
128,2000,72747.0,83,3427912799.88
128,2100,81198.0,86,2928726770.12
128,2200,89937.0,88,2493149601.48
128,2300,98962.0,91,2003138817.62
128,2400,108062.0,91,2829900203.24
128,2500,117253.0,92,2472948412.6
128,2600,126514.0,93,2596949351.2
128,2700,135892.0,94,3001513603.52
128,2800,145469.0,98,2095380230.72
128,2900,155358.0,102,2014296853.42
128,3000,165852.0,108,2639714926.14
128,3100,176681.0,109,3174801994.38
128,3200,187596.0,110,2542542488.8
128,3300,198678.0,112,2411862833.24
128,3400,209878.0,112,1723220828.2
128,3500,221145.0,113,3078745088.94
129,0,0.0,0,206414544.0
129,100,40.0,3,2435977685.76
129,200,108.0,5,2575856867.88
129,300,49.0,6,2046034523.22
129,400,43.0,4,2581886612.24
129,500,300.0,9,3810388575.48
129,600,815.0,15,3148984237.6
129,700,2242.0,20,2404382640.56
129,800,4385.0,30,2751887403.64
129,900,7435.0,32,2261371040.24
129,1000,10745.0,35,3532962734.88
129,1100,14378.0,39,2391423556.48
129,1200,18711.0,47,2856090673.2
129,1300,23904.0,54,2990136915.48
129,1400,29552.0,60,2293434731.72
129,1500,35709.0,62,2763388210.6
129,1600,41937.0,63,2913867109.32
